Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
JVASP-35109,268.8,141.6,141.6,-0.0,-0.0,0.0,141.6,268.8,141.6,0.0,0.0,-0.0,141.6,141.6,268.8,0.0,0.0,0.0,-0.0,0.0,-0.0,155.5,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,155.5,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,155.5
JVASP-115089,43.3,1.0,1.2,0.0,-0.2,-0.0,1.0,223.9,48.6,0.0,-1.6,-0.0,1.2,48.6,268.3,0.0,-9.8,-0.0,0.0,0.0,0.0,-11.8,0.0,0.4,-0.2,-1.6,-9.8,0.0,20.0,-0.0,-0.0,-0.0,-0.0,0.4,-0.0,-9.7
JVASP-50544,371.2,122.5,122.3,0.0,-0.0,0.0,122.5,488.8,137.6,-0.0,-0.0,-0.0,122.3,137.6,292.3,-0.0,0.0,0.0,0.0,-0.0,-0.0,79.9,0.0,-0.0,-0.0,-0.0,0.0,0.0,85.4,0.0,0.0,-0.0,0.0,-0.0,0.0,132.2
JVASP-115094,272.7,113.7,113.7,-0.0,-0.0,0.0,113.7,272.7,113.7,-0.0,0.0,0.0,113.7,113.7,272.7,0.0,-0.0,0.0,-0.0,-0.0,0.0,31.6,0.0,0.0,-0.0,0.0,-0.0,0.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,31.6
JVASP-115096,332.1,-6.5,8.6,0.0,-0.0,0.0,-6.5,332.1,8.6,0.0,-0.0,0.0,8.6,8.6,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,-0.0,-0.0,0.0,0.0,-29.9,-0.0,0.0,0.0,0.0,0.0,-0.0,-29.9
JVASP-155763,37.6,62.1,68.2,0.0,-0.0,0.0,62.1,37.6,68.2,0.0,0.0,-0.0,68.2,68.2,64.8,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.0,0.0,-0.0,0.0,-8.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-8.0
JVASP-111849,253.8,109.4,87.3,0.0,-0.0,0.0,109.4,260.1,85.1,0.0,0.0,0.0,87.3,85.1,263.7,-0.0,-0.0,-0.0,0.0,0.0,-0.0,72.5,0.0,0.0,-0.0,0.0,0.0,0.0,64.4,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,66.1
JVASP-133533,313.7,117.1,93.5,0.0,-0.0,0.0,117.1,321.4,91.9,-0.0,0.0,-0.0,93.5,91.9,321.6,0.0,0.0,-0.0,0.0,-0.0,0.0,97.4,0.0,-0.0,-0.0,0.0,0.0,0.0,87.1,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,88.6
JVASP-103127,79.6,19.0,33.1,0.0,0.0,-0.0,19.0,79.6,33.1,0.0,-0.0,0.0,33.1,33.1,63.8,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.0,-0.0,0.0,0.0,30.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,30.0
JVASP-50935,294.1,146.9,131.9,-0.0,0.0,0.0,146.9,294.1,131.9,0.0,-0.0,-0.0,131.9,131.9,313.9,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,73.6,0.0,0.0,0.0,-0.0,-0.0,0.0,114.2,0.0,0.0,-0.0,-0.0,0.0,0.0,114.2
JVASP-135265,-1.0,-3.3,-0.7,0.0,0.6,-0.0,-3.3,-61.0,-7.4,0.0,7.5,-0.0,-0.7,-7.4,-2.6,0.0,5.8,-0.0,0.0,0.0,0.0,-7.9,-0.0,1.4,0.6,7.5,5.8,-0.0,-4.5,0.0,-0.0,-0.0,-0.0,1.4,0.0,-8.2
JVASP-135268,218.3,50.0,70.8,38.3,0.0,0.0,50.0,-73.8,-46.2,118.2,-0.0,0.0,70.8,-46.2,-215.1,194.9,-0.0,0.0,38.3,118.2,194.9,-275.6,0.0,-0.0,0.0,-0.0,-0.0,0.0,-10.9,8.7,0.0,0.0,0.0,-0.0,8.7,-90.6
JVASP-8210,48.8,20.4,16.8,0.0,0.0,0.0,20.4,48.8,16.8,0.0,0.0,0.0,16.8,16.8,94.4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,12.8
JVASP-155488,-7.8,48.0,-83.4,77.9,-0.0,-0.0,48.0,0.2,151.6,-69.7,0.0,0.0,-83.4,151.6,-691.5,386.0,-0.0,-0.0,77.9,-69.7,386.0,-220.9,0.0,0.0,-0.0,0.0,-0.0,0.0,-20.5,-17.8,-0.0,0.0,-0.0,0.0,-17.8,-29.5
JVASP-7793,118.6,92.8,92.8,0.0,-0.0,-0.0,92.8,118.6,92.8,0.0,0.0,-0.0,92.8,92.8,118.6,-0.0,0.0,-0.0,0.0,0.0,-0.0,65.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,65.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,65.0
JVASP-139479,284.9,-16.3,10.3,0.0,-0.0,-0.0,-16.3,284.9,10.3,0.0,-0.0,-0.0,10.3,10.3,54.9,0.0,-0.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-12.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-12.0
JVASP-139480,-365.2,3.5,99.2,-0.0,25.8,-0.0,3.5,-365.2,99.2,0.0,-25.8,0.0,99.2,99.2,-4.3,0.0,0.0,0.0,-0.0,0.0,0.0,-184.3,0.0,25.8,25.8,-25.8,0.0,0.0,-35.1,-0.0,-0.0,0.0,0.0,25.8,-0.0,-35.1
JVASP-139481,1.0,-0.5,-0.7,0.0,-0.0,-0.0,-0.5,1.0,-0.7,0.0,-0.0,-0.0,-0.7,-0.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.0,-0.0,0.0,0.0,-11.9,0.0,-0.0,-0.0,0.0,0.0,0.0,-11.9
JVASP-139482,69.7,1.5,-4.1,0.0,2.3,-0.0,1.5,139.0,40.0,0.0,-0.1,-0.0,-4.1,40.0,60.6,-0.0,2.3,0.0,0.0,0.0,-0.0,-8.7,-0.0,0.3,2.3,-0.1,2.3,-0.0,8.5,0.0,-0.0,-0.0,0.0,0.3,0.0,-2.6
JVASP-8236,282.9,91.2,91.2,0.0,0.0,0.0,91.2,282.9,91.2,-0.0,0.0,0.0,91.2,91.2,282.9,0.0,-0.0,-0.0,0.0,-0.0,0.0,41.0,0.0,0.0,0.0,0.0,-0.0,0.0,41.0,0.0,0.0,0.0,-0.0,0.0,0.0,41.0
JVASP-139436,273.7,36.3,173.9,5.4,0.0,-0.0,36.3,150.9,215.3,-15.3,-0.0,0.0,173.9,215.3,-187.0,50.5,0.0,-0.0,5.4,-15.3,50.5,-144.7,-0.0,0.0,0.0,-0.0,0.0,-0.0,-57.4,0.3,-0.0,0.0,-0.0,0.0,0.3,-103.2
JVASP-21270,187.5,49.7,36.8,-0.0,-0.0,-0.0,49.7,138.1,37.2,-0.0,-0.0,-0.0,36.8,37.2,192.3,0.0,-0.0,0.0,-0.0,-0.0,0.0,64.7,0.0,-0.0,-0.0,-0.0,-0.0,0.0,61.3,0.0,-0.0,0.0,0.0,-0.0,0.0,54.9
JVASP-5839,92.7,26.3,8.6,0.0,0.0,1.9,26.3,92.7,8.6,0.0,0.0,-1.9,8.6,8.6,28.9,0.0,0.0,0.0,0.0,0.0,0.0,33.2,-1.9,0.0,0.0,0.0,0.0,-1.9,7.2,0.0,1.9,-1.9,0.0,0.0,0.0,7.2
JVASP-150695,91.9,26.3,8.7,0.0,0.0,-1.9,26.3,91.9,8.7,0.0,0.0,1.9,8.7,8.7,29.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,32.8,1.9,-0.0,0.0,0.0,-0.0,1.9,7.3,0.0,-1.9,1.9,0.0,-0.0,0.0,7.3
JVASP-58433,488.9,140.5,124.9,-0.0,-20.2,-0.0,140.5,406.7,158.0,-0.0,-31.8,0.0,124.9,158.0,428.6,0.0,-10.3,-0.0,-0.0,-0.0,0.0,141.3,-0.0,-25.9,-20.2,-31.8,-10.3,-0.0,143.9,0.0,-0.0,0.0,-0.0,-25.9,-0.0,149.0
JVASP-58434,373.9,156.6,174.7,0.0,0.0,0.0,156.6,391.7,70.8,-0.0,-0.0,-0.0,174.7,70.8,435.8,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,99.3,-0.0,-0.0,0.0,-0.0,0.0,-0.0,87.8,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,167.6
JVASP-59283,392.1,89.8,118.9,0.0,-0.0,-0.0,89.8,278.9,103.6,-0.0,0.0,0.0,118.9,103.6,217.0,0.0,0.0,-0.0,0.0,-0.0,0.0,72.3,-0.0,-0.0,-0.0,0.0,0.0,-0.0,80.1,0.0,0.0,0.0,-0.0,-0.0,-0.0,111.9
JVASP-21026,336.0,101.1,89.8,0.0,0.0,-0.0,101.1,212.8,84.0,0.0,0.0,0.0,89.8,84.0,281.9,0.0,0.0,-0.0,0.0,0.0,0.0,78.2,0.0,0.0,0.0,0.0,0.0,0.0,110.4,0.0,-0.0,0.0,0.0,0.0,0.0,90.6
JVASP-139432,380.7,9.1,18.7,0.0,0.0,-0.0,9.1,380.7,18.7,0.0,0.0,-0.0,18.7,18.7,78.8,0.0,0.0,0.0,0.0,0.0,0.0,-39.5,0.0,0.0,0.0,0.0,0.0,0.0,-37.4,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-37.4
JVASP-139433,-28.0,-27.0,-33.8,-0.0,-0.0,0.0,-27.0,37.1,-18.1,-0.0,0.0,0.0,-33.8,-18.1,29.4,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-291.7,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-59.5,0.0,0.0,0.0,0.0,0.0,0.0,-6.3
JVASP-139434,-1.9,343.5,2.6,-0.0,0.0,-0.0,343.5,-1.9,2.6,0.0,0.0,0.0,2.6,2.6,129.9,0.0,0.0,0.0,-0.0,0.0,0.0,-172.7,0.0,0.0,0.0,0.0,0.0,-0.0,6.0,0.0,-0.0,0.0,0.0,0.0,0.0,6.0
JVASP-134799,278.0,12.7,103.8,0.0,-0.0,0.0,12.7,53.9,3.6,0.0,-0.0,-0.0,103.8,3.6,611.5,0.0,0.0,0.0,0.0,0.0,0.0,-9.6,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.1,-0.0,0.0,-0.0,0.0,0.0,-0.0,154.5
JVASP-134800,229.3,274.4,3.5,0.0,-0.0,0.0,274.4,229.3,3.5,-0.0,0.0,0.0,3.5,3.5,51.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-22.6,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,0.0,-0.0,0.0,0.0,0.0,0.0,-8.3
JVASP-134803,19.8,82.5,36.8,0.0,-37.4,0.0,82.5,19.8,36.8,-0.0,37.4,-0.0,36.8,36.8,490.8,0.0,0.0,-0.0,0.0,-0.0,0.0,-31.4,0.0,-37.4,-37.4,37.4,0.0,0.0,-131.5,0.0,0.0,-0.0,-0.0,-37.4,0.0,-131.5
JVASP-134806,192.1,183.5,143.3,0.0,-0.0,0.0,183.5,192.1,143.3,0.0,0.0,0.0,143.3,143.3,538.1,0.0,-0.0,-0.0,0.0,0.0,0.0,-5.1,0.0,0.0,-0.0,0.0,-0.0,0.0,119.3,-0.0,0.0,0.0,-0.0,0.0,-0.0,119.3
JVASP-134807,-177.1,-127.2,282.5,-0.0,-30.4,-0.0,-127.2,-177.1,282.5,-0.0,30.4,-0.0,282.5,282.5,120.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-24.9,0.0,-30.4,-30.4,30.4,-0.0,0.0,-133.3,0.0,-0.0,-0.0,-0.0,-30.4,0.0,-133.3
JVASP-103521,261.8,132.4,114.9,-0.0,-0.0,-0.0,132.4,261.8,114.9,0.0,0.0,0.0,114.9,114.9,352.7,-0.0,0.0,0.0,-0.0,0.0,-0.0,64.7,-0.0,0.0,-0.0,0.0,0.0,0.0,162.6,0.0,-0.0,0.0,0.0,0.0,0.0,162.6
JVASP-44489,266.6,100.3,74.4,0.0,-0.0,-0.0,100.3,300.5,93.9,-0.0,0.0,0.0,74.4,93.9,291.1,0.0,-0.0,-0.0,0.0,-0.0,0.0,85.9,0.0,-0.0,-0.0,0.0,-0.0,-0.0,73.6,0.0,-0.0,0.0,-0.0,-0.0,0.0,80.5
JVASP-134838,0.1,-0.3,-0.2,0.0,0.1,-0.0,-0.3,-13.0,-0.6,0.0,3.1,-0.0,-0.2,-0.6,-0.2,0.0,2.5,-0.0,0.0,0.0,0.0,-6.6,-0.0,0.8,0.1,3.1,2.5,-0.0,-3.2,-0.0,-0.0,-0.0,-0.0,0.8,-0.0,-3.5
JVASP-121170,266.7,246.1,2.4,0.0,0.0,0.0,246.1,266.7,2.4,-0.0,-0.0,0.0,2.4,2.4,19.7,-0.0,0.0,-0.0,0.0,-0.0,-0.0,10.3,0.0,-0.0,-0.0,-0.0,0.0,0.0,-11.4,0.0,0.0,0.0,-0.0,0.0,0.0,-11.4
JVASP-121174,0.2,7.4,-1.3,0.0,-4.8,-0.0,7.4,-7.7,1.6,-0.0,2.5,0.0,-1.3,1.6,-5.9,0.0,-0.8,-0.0,0.0,-0.0,0.0,-2.8,0.0,0.2,-4.8,2.5,-0.8,0.0,-5.0,-0.0,-0.0,0.0,-0.0,0.2,-0.0,0.7
JVASP-121175,-176.7,-117.9,-74.8,87.4,-60.9,24.8,-117.9,-344.0,-208.3,67.4,-109.6,41.8,-74.8,-208.3,-292.9,57.0,-99.4,40.8,87.4,67.4,57.0,-54.0,28.2,-11.3,-60.9,-109.6,-99.4,28.2,-101.1,20.6,24.8,41.8,40.8,-11.3,20.6,-47.4
JVASP-121176,181.4,109.3,73.5,-0.0,-0.0,-0.0,109.3,228.0,301.9,-0.0,-0.0,-0.0,73.5,301.9,14.9,0.0,0.0,0.0,-0.0,-0.0,0.0,6.2,0.0,0.0,-0.0,-0.0,0.0,0.0,-119.3,0.0,-0.0,-0.0,0.0,0.0,0.0,-136.5
JVASP-121177,150.5,256.3,53.9,-0.0,0.0,-0.0,256.3,150.5,53.9,0.0,0.0,0.0,53.9,53.9,630.2,0.0,-0.0,-0.0,-0.0,0.0,0.0,-52.9,-0.0,0.0,0.0,0.0,-0.0,-0.0,36.2,0.0,-0.0,0.0,-0.0,0.0,0.0,36.2
JVASP-5353,65.7,0.3,7.4,0.0,0.0,0.0,0.3,66.0,7.9,0.0,0.0,0.0,7.4,7.9,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,5.6
JVASP-135456,12.2,19.3,42.9,0.0,0.0,0.0,19.3,12.2,42.9,0.0,0.0,0.0,42.9,42.9,117.2,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.2
JVASP-135459,42.5,99.6,-7.4,-0.0,-38.2,-0.0,99.6,2.9,123.4,0.0,50.0,0.0,-7.4,123.4,35.7,-0.0,-41.6,-0.0,-0.0,0.0,-0.0,10.0,-0.0,-21.2,-38.2,50.0,-41.6,-0.0,-32.5,-0.0,-0.0,0.0,-0.0,-21.2,-0.0,11.5
JVASP-85370,717.9,24.8,189.2,-0.0,-0.0,-0.0,24.8,388.0,119.1,-0.0,-0.0,0.0,189.2,119.1,608.1,0.0,0.0,-0.0,0.0,-0.0,0.0,97.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,144.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,288.5
JVASP-4828,397.0,110.7,52.5,-0.0,-0.0,-0.0,110.7,230.5,46.0,0.0,-0.0,-0.0,52.5,46.0,194.8,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,97.3,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,117.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,84.7
JVASP-13743,396.9,110.7,52.4,0.0,0.0,-0.0,110.7,230.5,45.8,0.0,-0.0,-0.0,52.4,45.8,194.5,0.0,-0.0,-0.0,0.0,0.0,0.0,97.3,0.0,0.0,0.0,-0.0,0.0,0.0,117.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,84.6
JVASP-57788,65.4,13.0,15.3,0.0,-10.9,0.0,13.0,65.4,15.3,-0.0,10.9,0.0,15.3,15.3,88.6,0.0,0.0,0.0,0.0,-0.0,0.0,26.2,-0.0,-10.9,-10.9,10.9,0.0,-0.0,41.6,-0.0,0.0,0.0,0.0,-10.9,-0.0,41.6
JVASP-4564,63.3,-23.8,16.5,-2.7,0.0,0.0,-23.8,63.3,16.5,2.7,0.0,0.0,16.5,16.5,64.5,0.0,0.0,0.0,-2.7,2.7,0.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,18.5,-0.0,0.0,0.0,0.0,0.0,-0.0,18.5
JVASP-57860,60.1,-13.7,18.6,0.0,-2.8,0.0,-13.7,47.5,2.1,0.0,1.0,0.0,18.6,2.1,62.2,-0.0,-0.9,-0.0,0.0,0.0,0.0,18.1,-0.0,0.7,-2.8,1.0,-0.9,0.0,9.8,0.0,0.0,0.0,-0.0,0.7,-0.0,21.2
JVASP-57747,65.6,13.2,15.5,0.0,-10.8,-0.0,13.2,65.6,15.5,0.0,10.8,0.0,15.5,15.5,88.7,0.0,-0.0,0.0,0.0,0.0,0.0,26.2,0.0,-10.8,-10.8,10.8,-0.0,0.0,41.8,0.0,0.0,0.0,0.0,-10.8,0.0,41.8
JVASP-57748,40.3,8.8,-1.6,-0.0,0.0,0.0,8.8,42.2,-1.2,-0.0,0.0,0.0,-1.6,-1.2,36.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,21.7,0.0,-0.0,0.0,0.0,0.0,0.0,49.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,52.6
JVASP-114355,63.8,325.6,6.8,0.0,0.0,0.0,325.6,63.8,6.8,-0.0,-0.0,0.0,6.8,6.8,99.9,0.0,-0.0,-0.0,0.0,-0.0,0.0,-130.9,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.2,0.0,0.0,0.0,-0.0,0.0,0.0,-0.2
JVASP-113674,-125.0,76.3,-11.6,3.8,-5.7,-27.7,76.3,-172.4,78.7,-25.8,-80.3,-5.1,-11.6,78.7,-128.0,-7.1,30.7,-15.0,3.8,-25.8,-7.1,-68.8,-7.7,34.2,-5.7,-80.3,30.7,-7.7,-75.8,-0.7,-27.7,-5.1,-15.0,34.2,-0.7,-109.9
JVASP-149360,21.3,140.3,55.5,-24.4,-23.2,16.8,140.3,-156.8,246.9,15.1,184.0,-4.3,55.5,246.9,-22.9,-28.2,-109.7,-2.2,-24.4,15.1,-28.2,-54.0,-57.8,-42.0,-23.2,184.0,-109.7,-57.8,-132.4,-4.0,16.8,-4.3,-2.2,-42.0,-4.0,-82.5
JVASP-151876,178.8,107.5,84.8,-0.0,-0.0,-0.0,107.5,178.8,84.8,0.0,0.0,0.0,84.8,84.8,199.8,0.0,-0.0,0.0,-0.0,0.0,0.0,35.7,0.0,-0.0,-0.0,0.0,-0.0,0.0,32.7,-0.0,-0.0,0.0,0.0,-0.0,-0.0,32.7
JVASP-93287,53.2,-8.6,20.2,-0.1,0.0,-0.0,-8.6,53.2,20.2,0.1,-0.0,0.0,20.2,20.2,49.5,0.0,0.0,0.0,-0.1,0.1,0.0,16.5,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,17.0
JVASP-9704,55.0,19.3,20.7,-0.0,-2.2,-0.0,19.3,55.0,20.7,0.0,2.2,0.0,20.7,20.7,92.7,-0.0,0.0,0.0,-0.0,0.0,0.0,17.8,-0.0,-2.2,-2.2,2.2,0.0,0.0,31.9,-0.0,-0.0,0.0,0.0,-2.2,-0.0,31.9
JVASP-120119,400.8,16.7,27.4,0.0,0.0,-0.0,16.7,400.8,27.4,0.0,0.0,-0.0,27.4,27.4,72.9,0.0,-0.0,-0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,-0.0,0.0,-11.5,0.0,-0.0,-0.0,-0.0,0.0,0.0,-11.5
JVASP-120120,6.4,66.4,56.5,6.1,0.0,0.0,66.4,-136.4,51.1,6.1,-0.0,-0.0,56.5,51.1,-5.6,-23.6,-0.0,-0.0,6.1,6.1,-23.6,-32.1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-69.1,-31.1,0.0,0.0,-0.0,0.0,-31.1,-64.4
JVASP-120121,-4.9,-11.6,-11.0,0.0,3.6,-0.0,-11.6,-390.6,-181.6,-0.0,84.2,0.0,-11.0,-181.6,-113.1,-0.0,42.4,0.0,0.0,-0.0,-0.0,-6.6,0.0,0.8,3.6,84.2,42.4,0.0,-22.0,-0.0,-0.0,0.0,0.0,0.8,-0.0,0.8
JVASP-120122,353.1,50.6,109.1,-134.5,0.0,0.0,50.6,-66.2,-104.5,-237.2,0.0,-0.0,109.1,-104.5,-655.0,-481.2,0.0,0.0,-134.5,-237.2,-481.2,-517.4,0.0,-0.0,0.0,0.0,0.0,0.0,-159.9,-71.4,0.0,-0.0,0.0,-0.0,-71.4,-107.1
JVASP-30671,-8469.8,8785.2,44.4,-0.0,-0.0,0.0,8785.2,-8469.8,44.4,0.0,0.0,-0.0,44.4,44.4,107.7,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-8627.5,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.4,-0.0,0.0,-0.0,0.0,-0.0,-0.0,1.4
JVASP-11344,100.5,307.6,55.9,-0.0,-0.0,-0.0,307.6,100.5,55.9,0.0,0.0,0.0,55.9,55.9,186.6,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-103.5,-0.0,0.0,-0.0,0.0,-0.0,-0.0,39.8,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,39.8
JVASP-53148,557.2,16.9,92.1,-0.0,0.0,-0.0,16.9,349.6,166.7,0.0,0.0,0.0,92.1,166.7,463.6,0.0,0.0,0.0,-0.0,0.0,0.0,59.2,-0.0,0.0,0.0,0.0,0.0,-0.0,147.0,0.0,-0.0,0.0,0.0,0.0,0.0,110.5
JVASP-113690,64.2,14.8,2.8,0.0,0.0,-0.0,14.8,64.2,2.8,0.0,0.0,-0.0,2.8,2.8,103.4,0.0,-0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,-0.0,0.0,-5.9,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-5.9
JVASP-113692,334.0,127.5,127.5,-0.0,0.0,-0.0,127.5,334.0,127.5,-0.0,-0.0,-0.0,127.5,127.5,334.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,133.0,0.0,0.0,0.0,-0.0,0.0,0.0,133.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,133.0
JVASP-136532,101.3,5.2,22.0,0.0,0.0,0.0,5.2,101.3,22.0,0.0,0.0,0.0,22.0,22.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.7,-0.0,0.0,0.0,0.0,0.0,-0.0,3.7
JVASP-136533,-31.7,-1.0,37.6,-0.0,2.6,0.0,-1.0,-31.7,37.6,-0.0,-2.6,0.0,37.6,37.6,12.8,0.0,-0.0,0.0,-0.0,-0.0,0.0,-15.3,0.0,2.6,2.6,-2.6,-0.0,0.0,-13.8,-0.0,0.0,0.0,0.0,2.6,-0.0,-13.8
JVASP-34725,55.1,0.3,10.0,0.0,0.0,-0.0,0.3,55.1,10.0,0.0,0.0,-0.0,10.0,10.0,101.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,12.4,-0.0,0.0,0.0,0.0,-0.0,0.0,17.9,0.0,-0.0,-0.0,-0.0,0.0,0.0,17.9
JVASP-136525,103.4,9.9,8.9,0.0,-0.0,0.0,9.9,47.4,0.7,0.0,-0.0,-0.0,8.9,0.7,42.9,0.0,0.0,0.0,0.0,0.0,0.0,-3.1,0.0,0.0,-0.0,-0.0,0.0,0.0,-11.2,-0.0,0.0,-0.0,0.0,0.0,-0.0,6.5
JVASP-136526,52.0,87.1,25.6,0.0,-0.0,0.0,87.1,52.0,25.6,-0.0,0.0,0.0,25.6,25.6,91.5,0.0,-0.0,0.0,0.0,-0.0,0.0,-17.5,0.0,0.0,0.0,0.0,-0.0,-0.0,6.2,0.0,0.0,-0.0,0.0,0.0,0.0,6.2
JVASP-136527,-0.4,17.4,29.3,0.0,-0.0,0.0,17.4,-0.4,29.3,0.0,-0.0,0.0,29.3,29.3,115.2,0.0,-0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,-0.0,-0.0,-0.0,0.0,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,-2.8
JVASP-136529,2.0,38.0,55.1,-0.0,6.8,0.0,38.0,2.0,55.1,0.0,-6.8,-0.0,55.1,55.1,-26.7,-0.0,0.0,0.0,-0.0,0.0,-0.0,-18.0,0.0,6.8,6.8,-6.8,0.0,0.0,-21.8,-0.0,0.0,-0.0,0.0,6.8,-0.0,-21.8
JVASP-136530,127.6,57.3,57.3,0.0,0.0,0.0,57.3,127.6,57.3,0.0,0.0,-0.0,57.3,57.3,127.6,-0.0,-0.0,0.0,0.0,0.0,-0.0,40.6,0.0,0.0,0.0,0.0,-0.0,0.0,40.6,0.0,0.0,-0.0,0.0,0.0,0.0,40.6
JVASP-17350,226.5,47.0,47.0,-0.0,0.0,0.0,47.0,226.5,47.0,0.0,-0.0,-0.0,47.0,47.0,226.5,0.0,0.0,0.0,-0.0,0.0,0.0,31.9,0.0,0.0,0.0,-0.0,0.0,0.0,31.9,0.0,0.0,-0.0,0.0,0.0,0.0,31.9
JVASP-8575,333.3,131.7,131.7,-0.0,0.0,0.0,131.7,333.3,131.7,-0.0,0.0,0.0,131.7,131.7,333.3,0.0,-0.0,-0.0,-0.0,-0.0,0.0,142.8,0.0,0.0,0.0,0.0,-0.0,0.0,142.8,0.0,0.0,0.0,-0.0,0.0,0.0,142.8
JVASP-11273,83.1,316.5,52.8,-0.0,0.0,0.0,316.5,83.1,52.8,0.0,-0.0,-0.0,52.8,52.8,173.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-116.7,0.0,-0.0,0.0,-0.0,0.0,0.0,34.9,0.0,0.0,-0.0,-0.0,-0.0,0.0,34.9
JVASP-138786,-6.4,-0.3,-0.5,0.0,-0.1,-0.0,-0.3,-8.9,-0.1,-0.0,2.9,0.0,-0.5,-0.1,-4.1,0.0,7.9,-0.0,0.0,-0.0,0.0,-3.8,0.0,1.2,-0.1,2.9,7.9,0.0,-11.2,-0.0,-0.0,0.0,-0.0,1.2,-0.0,-8.4
JVASP-138788,66.1,-3.3,7.0,0.0,-0.0,-0.0,-3.3,66.1,7.0,0.0,-0.0,-0.0,7.0,7.0,85.9,0.0,-0.0,0.0,0.0,0.0,0.0,-3.8,0.0,0.0,-0.0,-0.0,-0.0,0.0,-4.5,0.0,-0.0,-0.0,0.0,0.0,0.0,-4.5
JVASP-138789,329.6,6.0,51.6,0.0,-0.0,0.0,6.0,329.6,51.6,0.0,-0.0,0.0,51.6,51.6,107.3,0.0,-0.0,-0.0,0.0,0.0,0.0,-20.4,0.0,0.0,-0.0,-0.0,-0.0,0.0,16.7,-0.0,0.0,0.0,-0.0,0.0,-0.0,16.7
