Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66,Bulk Modulus (K),Shear Modulus (G),Young Modulus (E),Poisson's Ratio (v)
JVASP-135340,437.3,121,87.8,0,0,0,121,155.7,5.6,0,0,0,87.8,5.6,736.1,0,0,0,0,0,0,74.3,0,0,0,0,0,0,-21,0,0,0,0,0,0,337.3,195.3222222,152.4333333,362.8962035,0.190343987
JVASP-154638,1071,85.7,54.6,0,0,0,85.7,1034.6,164.9,0,0,0,54.6,164.9,873.3,0,0,0,0,0,0,516.5,0,0,0,0,0,0,451.6,0,0,0,0,0,0,389.1,398.8111111,449.6866667,980.5241129,0.09023036
JVASP-1759,-24.8,-2.6,-1.1,0,0,0,-2.6,-24.8,-1.1,0,0,0,-1.1,-1.1,-26.2,0,0,0,0,0,0,-11.1,0,0,0,0,0,0,-8.3,0,0,0,0,0,0,-8.3,-9.488888889,-10.27333333,-22.64694545,0.102219928
JVASP-21212,-16.3,-5.6,-5.6,0,0,0,-5.6,-16.3,-5.6,0,0,0,-5.6,-5.6,-16.3,0,0,0,0,0,0,-13.3,0,0,0,0,0,0,-13.3,0,0,0,0,0,0,-13.3,-9.166666667,-10.12,-22.19298246,0.096491228
JVASP-78343,-83.7,308.9,308.9,0,0,0,308.9,-83.7,308.9,0,0,0,308.9,308.9,-83.7,0,0,0,0,0,0,-176.3,0,0,0,0,0,0,-176.3,0,0,0,0,0,0,-176.3,178.0333333,-184.3,-844.2078045,1.290308748
JVASP-78468,91,450.3,-5.5,0,0,0,450.3,91,-5.5,0,0,0,-5.5,-5.5,66.5,0,0,0,0,0,0,776.4,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,-0.1,125.2333333,142.52,309.973162,0.087472502
JVASP-25051,-7.3,10.1,10.1,0,0,0,10.1,-7.3,10.1,0,0,0,10.1,10.1,-7.3,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,4.3,-3.42,-13.96139241,1.041139241
JVASP-25172,-11,11.9,11.9,0,0,0,11.9,-11,11.9,0,0,0,11.9,11.9,-11,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,-0.1,4.266666667,-4.64,-21.83529412,1.352941176
JVASP-25307,6,2.8,2.1,0,0,0,2.8,6,2.1,0,0,0,2.1,2.1,10.1,0,0,0,0,0,0,1.6,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,-2.1,4.011111111,0.486666667,1.403248136,0.441693291
JVASP-25308,-16.3,-5.6,-5.6,0,0,0,-5.6,-16.3,-5.6,0,0,0,-5.6,-5.6,-16.3,0,0,0,0,0,0,-13.3,0,0,0,0,0,0,-13.3,0,0,0,0,0,0,-13.3,-9.166666667,-10.12,-22.19298246,0.096491228
JVASP-20293,-11,11.9,11.9,0,0,0,11.9,-11,11.9,0,0,0,11.9,11.9,-11,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,-0.1,4.266666667,-4.64,-21.83529412,1.352941176
JVASP-25138,-24.8,-2.6,-1.1,0,0,0,-2.6,-24.8,-1.1,0,0,0,-1.1,-1.1,-26.2,0,0,0,0,0,0,-11.1,0,0,0,0,0,0,-8.3,0,0,0,0,0,0,-8.3,-9.488888889,-10.27333333,-22.64694545,0.102219928
JVASP-20165,5.3,3.8,3.8,0,0,0,3.8,5.3,3.8,0,0,0,3.8,3.8,5.3,0,0,0,0,0,0,2.4,0,0,0,0,0,0,2.4,0,0,0,0,0,0,2.4,4.3,1.74,4.599590164,0.321721311
JVASP-25416,553.8,148.2,148.2,0,0,0,148.2,553.8,148.2,0,0,0,148.2,148.2,553.8,0,0,0,0,0,0,282.7,0,0,0,0,0,0,282.7,0,0,0,0,0,0,282.7,283.4,250.74,580.9012698,0.158373753
JVASP-25250,5.4,4.5,3.3,0,0,0,4.5,5.4,3.3,0,0,0,3.3,3.3,7.2,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,4.466666667,1.1,3.049655172,0.386206897
JVASP-149788,8.1,6.5,6.5,0,0,0,6.5,8.1,6.5,0,0,0,6.5,6.5,8.1,0,0,0,0,0,0,5.1,0,0,0,0,0,0,5.1,0,0,0,0,0,0,5.1,7.033333333,3.38,8.73995098,0.292892157
JVASP-149611,3.5,8.2,8.2,0,0,0,8.2,3.5,8.2,0,0,0,8.2,8.2,3.5,0,0,0,0,0,0,1.2,0,0,0,0,0,0,1.2,0,0,0,0,0,0,1.2,6.633333333,-0.22,-0.667378049,0.516768293
JVASP-151313,37.4,3.1,3.1,0,0,0,3.1,37.4,3.1,0,0,0,3.1,3.1,37.4,0,0,0,0,0,0,2.2,0,0,0,0,0,0,2.2,0,0,0,0,0,0,2.2,14.53333333,8.18,20.66326767,0.263035921
JVASP-26,179.1,6.6,38.4,0,0,0,6.6,48.1,-0.9,0,0,0,38.4,-0.9,53.7,0,0,0,0,0,0,13.5,0,0,0,0,0,0,2.8,0,0,0,0,0,0,57.2,41.01111111,30.48666667,73.29747698,0.202123502
JVASP-15781,215.6,61.3,8.7,0,0,0,61.3,65.6,-23.4,0,0,0,8.7,-23.4,218.1,0,0,0,0,0,0,98,0,0,0,0,0,0,-214.8,0,0,0,0,0,0,39.4,65.83333333,14.7,41.04500471,0.396088596
JVASP-14611,147.6,42.9,31.2,0,34.4,0,42.9,147.6,31.2,0,-34.4,0,31.2,31.2,29.5,0,0,0,0,0,0,52.3,0,34.4,34.4,-34.4,0,0,62.7,0,0,0,0,34.4,0,62.7,59.47777778,50.16666667,117.4725139,0.170822397
JVASP-7758,16.7,4.2,7.4,0,-0.2,0,4.2,16.5,8.1,0,1.4,0,7.4,8.1,15.1,0,-0.6,0,0,0,0,0.8,0,-0.1,-0.2,1.4,-0.6,0,6,0,0,0,0,-0.1,0,4.9,9.744444444,4.246666667,11.12403425,0.309737157
JVASP-7818,179.4,6.7,38.9,0,0,0,6.7,48.1,-1,0,0,0,38.9,-1,54.3,0,0,0,0,0,0,13.6,0,0,0,0,0,0,2.9,0,0,0,0,0,0,57.6,41.22222222,30.63333333,73.65500108,0.2022035
JVASP-25144,179.4,6.7,38.9,0,0,0,6.7,48.1,-1,0,0,0,38.9,-1,54.3,0,0,0,0,0,0,13.6,0,0,0,0,0,0,2.9,0,0,0,0,0,0,57.6,41.22222222,30.63333333,73.65500108,0.2022035
JVASP-25047,147.6,42.9,31.2,0,34.4,0,42.9,147.6,31.2,0,-34.4,0,31.2,31.2,29.4,0,0,0,0,0,0,52.3,0,34.4,34.4,-34.4,0,0,62.7,0,0,0,0,34.4,0,62.7,59.46666667,50.16,117.4555128,0.17080854
JVASP-25326,215.6,61.3,8.7,0,0,0,61.3,65.6,-23.4,0,0,0,8.7,-23.4,218.1,0,0,0,0,0,0,98,0,0,0,0,0,0,-214.9,0,0,0,0,0,0,39.4,65.83333333,14.68,40.99302479,0.39622019
JVASP-25311,69.8,106.9,106.9,0,0,0,106.9,69.8,106.9,0,0,0,106.9,106.9,69.8,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,-1.5,94.53333333,-8.32,-25.71438535,0.545335658
JVASP-79517,179.1,6.7,38.5,0,0,0,6.7,48.3,-0.8,0,0,0,38.5,-0.8,53.8,0,0,0,0,0,0,13.4,0,0,0,0,0,0,2.9,0,0,0,0,0,0,57.6,41.11111111,30.56666667,73.48711284,0.202079272
JVASP-25087,17,6.4,7.3,-0.3,0.1,-0.3,6.4,16.8,7,0.5,0.2,0.5,7.3,7,15.4,0,-0.7,0.4,-0.3,0.5,0,5.3,0.4,0.5,0.1,0.2,-0.7,0.4,3.7,0.3,-0.3,0.5,0.4,0.5,0.3,5.2,10.06666667,4.74,12.29089868,0.2965083
JVASP-25091,16.7,4.2,7.4,0,-0.2,0,4.2,16.5,8.1,0,1.4,0,7.4,8.1,15.1,0,-0.6,0,0,0,0,0.8,0,-0.1,-0.2,1.4,-0.6,0,6,0,0,0,0,-0.1,0,4.9,9.744444444,4.246666667,11.12403425,0.309737157
JVASP-25186,216.4,35.6,36.2,0,0,0,35.6,215.2,35.2,0,0,0,36.2,35.2,215.7,0,0,0,0,0,0,67.7,0,0,0,0,0,0,67.8,0,0,0,0,0,0,67.8,95.7,76.68,181.5506185,0.183819891
JVASP-14843,110.5,10.9,38.6,0,0,0,10.9,50.5,6.6,0,0,0,38.6,6.6,37.8,0,0,0,0,0,0,6.5,0,0,0,0,0,0,4.2,0,0,0,0,0,0,41.7,34.55555556,19.99333333,50.2824411,0.257480188
JVASP-14596,179.7,25.4,25.4,0,0,0,25.4,179.7,25.4,0,0,0,25.4,25.4,179.7,0,0,0,0,0,0,25.6,0,0,0,0,0,0,25.6,0,0,0,0,0,0,25.6,76.83333333,46.22,115.4998916,0.249457936
JVASP-14603,120.2,41.7,30.1,0,18.9,0,41.7,120.2,30.1,0,-18.9,0,30.1,30.1,31.6,0,0,0,0,0,0,39.3,0,18.9,18.9,-18.9,0,0,30.8,0,0,0,0,18.9,0,30.8,52.86666667,31.52,78.88289501,0.251314959
JVASP-11997,110.5,10.9,38.6,0,0,0,10.9,50.5,6.6,0,0,0,38.6,6.6,37.8,0,0,0,0,0,0,6.5,0,0,0,0,0,0,4.2,0,0,0,0,0,0,41.7,34.55555556,19.99333333,50.2824411,0.257480188
JVASP-25083,179.7,25.4,25.4,0,0,0,25.4,179.7,25.4,0,0,0,25.4,25.4,179.7,0,0,0,0,0,0,25.6,0,0,0,0,0,0,25.6,0,0,0,0,0,0,25.6,76.83333333,46.22,115.4998916,0.249457936
JVASP-25145,110.5,10.9,38.6,0,0,0,10.9,50.5,6.6,0,0,0,38.6,6.6,37.8,0,0,0,0,0,0,6.5,0,0,0,0,0,0,4.2,0,0,0,0,0,0,41.7,34.55555556,19.99333333,50.2824411,0.257480188
JVASP-822,120.1,41.6,30.1,0,18.9,0,41.6,120.1,30.1,0,-18.9,0,30.1,30.1,31.6,0,0,0,0,0,0,39.2,0,18.9,18.9,-18.9,0,0,30.7,0,0,0,0,18.9,0,30.7,52.82222222,31.45333333,78.73270149,0.251579612
JVASP-14614,138.6,13.5,13.5,0,0,0,13.5,138.6,13.5,0,0,0,13.5,13.5,138.6,0,0,0,0,0,0,12.9,0,0,0,0,0,0,12.9,0,0,0,0,0,0,12.9,55.2,32.76,82.04863884,0.252268603
JVASP-14591,85.1,26.4,22.2,0,16.7,0,26.4,85.1,22.2,0,-16.7,0,22.2,22.2,35.3,0,0,0,0,0,0,29.4,0,16.7,16.7,-16.7,0,0,27.7,0,0,0,0,16.7,0,27.7,38.56666667,25.94,63.56801751,0.225289466
JVASP-12177,69.7,63.8,46.4,0,0,0,63.8,69.7,46.4,0,0,0,46.4,46.4,65.2,0,0,0,0,0,0,3,0,0,0,0,0,0,2.8,0,0,0,0,0,0,2.8,57.53333333,4.92,14.35092384,0.458427219
JVASP-8139,79.2,48.4,48.4,0,0,0,48.4,79.2,48.4,0,0,0,48.4,48.4,79.2,0,0,0,0,0,0,21.4,0,0,0,0,0,0,21.4,0,0,0,0,0,0,21.4,58.66666667,19,51.44615385,0.353846154
JVASP-993,85.1,26.4,22.2,0,16.7,0,26.4,85.1,22.2,0,-16.7,0,22.2,22.2,35.3,0,0,0,0,0,0,29.4,0,16.7,16.7,-16.7,0,0,27.7,0,0,0,0,16.7,0,27.7,38.56666667,25.94,63.56801751,0.225289466
JVASP-25073,38,66.6,66.6,0,0,0,66.6,38,66.6,0,0,0,66.6,66.6,38,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,57.06666667,-5.66,-17.56056542,0.551286698
JVASP-25123,107.4,33.9,43.8,0,0,0,33.9,107.4,43.8,0,0,0,43.8,43.8,45,0,0,0,0,0,0,-10,0,0,0,0,0,0,-13.7,0,0,0,0,0,0,-13.7,55.86666667,1.74,5.166363529,0.484587221
JVASP-25092,138.6,13.5,13.5,0,0,0,13.5,138.6,13.5,0,0,0,13.5,13.5,138.6,0,0,0,0,0,0,12.9,0,0,0,0,0,0,12.9,0,0,0,0,0,0,12.9,55.2,32.76,82.04863884,0.252268603
JVASP-25287,142.8,10.9,10.9,0,0,0,10.9,142.8,10.9,0,0,0,10.9,10.9,142.8,0,0,0,0,0,0,13.4,0,0,0,0,0,0,13.4,0,0,0,0,0,0,13.4,54.86666667,34.42,85.40144709,0.240578836
JVASP-16277,38,66.6,66.6,0,0,0,66.6,38,66.6,0,0,0,66.6,66.6,38,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,57.06666667,-5.66,-17.56056542,0.551286698
JVASP-16278,107.4,33.9,43.8,0,0,0,33.9,107.4,43.8,0,0,0,43.8,43.8,45,0,0,0,0,0,0,-10,0,0,0,0,0,0,-13.7,0,0,0,0,0,0,-13.7,55.86666667,1.74,5.166363529,0.484587221
JVASP-25332,79.2,48.4,48.4,0,0,0,48.4,79.2,48.4,0,0,0,48.4,48.4,79.2,0,0,0,0,0,0,21.4,0,0,0,0,0,0,21.4,0,0,0,0,0,0,21.4,58.66666667,19,51.44615385,0.353846154
JVASP-25336,69.7,63.8,46.4,0,0,0,63.8,69.7,46.4,0,0,0,46.4,46.4,65.2,0,0,0,0,0,0,3,0,0,0,0,0,0,2.8,0,0,0,0,0,0,2.8,57.53333333,4.92,14.35092384,0.458427219
JVASP-25215,79.3,59.4,5.4,0,-0.2,0,59.4,79.3,5.4,0,-0.2,0,5.4,5.4,60.7,0,0.1,0,0,0,0,61.4,0,0,-0.2,-0.2,0.1,0,3.4,0,0,0,0,0,0,3.4,39.96666667,23.58,59.11434346,0.253484806
JVASP-25208,39.2,41,34.9,0,0,0,41,39.2,34.9,0,0,0,34.9,34.9,101,0,0,0,0,0,0,11.8,0,0,0,0,0,0,-29,0,0,0,0,0,0,-29,44.55555556,-4.666666667,-14.50645995,0.554263566
JVASP-103217,86.4,61.2,16.6,0,0,0,61.2,86.4,16.6,0,0,0,16.6,16.6,132.5,0,0,0,0,0,0,59.1,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,54.9,30.88,78.01313018,0.263165968
JVASP-837,66.6,26.8,22.6,0,6.3,0,26.8,66.6,22.6,0,-6.3,0,22.6,22.6,33.1,0,0,0,0,0,0,19.9,0,6.3,6.3,-6.3,0,0,10.2,0,0,0,0,6.3,0,10.2,34.47777778,14.34666667,37.79733967,0.317286466
JVASP-25168,71.2,46.1,32.8,0,-9.9,0,46.1,60.3,43.3,0,-6.2,0,32.8,43.3,73,0,15.7,0,0,0,0,6.4,0,-1.1,-9.9,-6.2,15.7,0,20.3,0,0,0,0,-1.1,0,4.8,49.87777778,11.78666667,32.77806137,0.39047206
JVASP-25227,64.1,48.2,48.2,0,0,0,48.2,64.1,48.2,0,0,0,48.2,48.2,64.1,0,0,0,0,0,0,23.4,0,0,0,0,0,0,23.4,0,0,0,0,0,0,23.4,53.5,17.22,46.65445645,0.354659014
JVASP-25228,85.10183394,84.92640649,34.82497248,34.79128397,85.2080346,0.033462625,67.13374115,85.20850202,17.3036918,17.27202856,67.13068954,67.04986016,85.01801412,85.09785757,44.24161533,84.90994567,34.85478455,17.28235195,54.69986978,44.29745958,17.28362332,44.22471523,25.95826683,9.055654218,67.05533992,34.85534624,8.717226102,34.78796338,54.69647148,18.81208228,54.6741806,85.01295023,84.91916754,84.92576108,17.30279222,34.78953587,54.29578809,31.90860322,80.04541895,0.254292117
JVASP-25217,121.3,11.3,11.3,0,0,0,11.3,121.3,11.3,0,0,0,11.3,11.3,121.3,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,7,47.96666667,26.2,66.49347443,0.268959436
JVASP-14592,41.9,30.3,37.9,0,0,0,30.3,93.2,29.4,0,0,0,37.9,29.4,45.2,0,0,0,0,0,0,2.9,0,0,0,0,0,0,2.8,0,0,0,0,0,0,30.8,41.72222222,12.81333333,34.87031937,0.36070445
JVASP-25072,41.9,30.3,38,0,0,0,30.3,93.2,29.4,0,0,0,38,29.4,45.2,0,0,0,0,0,0,2.9,0,0,0,0,0,0,2.8,0,0,0,0,0,0,30.8,41.74444444,12.80666667,34.85558292,0.360837438
JVASP-25405,120.3,27.2,21.9,0,0,0,27.2,148.5,11.1,0,0,0,21.9,11.1,21.5,0,0,0,0,0,0,8.4,0,0,0,0,0,0,3.7,0,0,0,0,0,0,-6,45.63333333,16.56,44.31898866,0.338133716
JVASP-25075,94.1,28.9,28.9,0,0,0,28.9,94.1,28.9,0,0,0,28.9,28.9,94.1,0,0,0,0,0,0,2.8,0,0,0,0,0,0,2.8,0,0,0,0,0,0,2.8,50.63333333,14.72,40.25869644,0.367482895
JVASP-1023,37.6,10.5,25,0,13.3,0,10.5,37.6,25,0,-13.3,0,25,25,66.8,0,0,0,0,0,0,13.6,0,13.3,13.3,-13.3,0,0,32.4,0,0,0,0,13.3,0,32.4,29.22222222,21.11333333,51.04620947,0.208861923
JVASP-16291,94.1,28.9,28.9,0,0,0,28.9,94.1,28.9,0,0,0,28.9,28.9,94.1,0,0,0,0,0,0,2.8,0,0,0,0,0,0,2.8,0,0,0,0,0,0,2.8,50.63333333,14.72,40.25869644,0.367482895
JVASP-25247,62.8,23.9,44.3,0,21,0,23.9,60.8,41,0,-23.9,0,44.3,41,54.4,0,-3.4,0,0,0,0,13,0,12.2,21,-23.9,-3.4,0,38.9,0,0,0,0,12.2,0,23.9,44.04444444,19.74666667,51.5379159,0.304977614
JVASP-25210,37.6,10.5,25,0,13.3,0,10.5,37.6,25,0,-13.3,0,25,25,66.8,0,0,0,0,0,0,13.6,0,13.3,13.3,-13.3,0,0,32.4,0,0,0,0,13.3,0,32.4,29.22222222,21.11333333,51.04620947,0.208861923
JVASP-14915,112.8,49.5,49.5,0,0,0,49.5,112.8,49.5,0,0,0,49.5,49.5,112.8,0,0,0,0,0,0,8.2,0,0,0,0,0,0,8.2,0,0,0,0,0,0,8.2,70.6,17.58,48.69793356,0.385037928
JVASP-14602,118.7,46.6,46.6,0,0,0,46.6,118.7,46.6,0,0,0,46.6,46.6,118.7,0,0,0,0,0,0,-31.5,0,0,0,0,0,0,-31.5,0,0,0,0,0,0,-31.5,70.63333333,-4.48,-13.73028638,0.532398033
JVASP-7802,41.5,4.7,11,0,-0.6,4.7,4.7,41.5,11,0,0.6,-4.7,11,11,15.5,0,0,0,0,0,0,18.4,-4.7,-0.6,-0.6,0.6,0,-4.7,8.6,0,4.7,-4.7,0,-0.6,0,8.6,16.87777778,11.90666667,28.91945422,0.214422769
JVASP-7804,27,9.1,22.3,0,-9.1,0,9.1,27,22.3,0,9.1,0,22.3,22.3,84.4,0,0,0,0,0,0,8.9,0,-9.1,-9.1,9.1,0,0,26,0,0,0,0,-9.1,0,26,27.31111111,17.82666667,43.92336274,0.231956696
JVASP-25110,132.8,0,65.8,0,0,0,0,30.3,3.9,0,0,0,65.8,3.9,126.3,0,0,0,0,0,0,4.7,0,0,0,0,0,0,1.3,0,0,0,0,0,0,15.4,47.64444444,18.92666667,50.1405824,0.324601507
JVASP-25331,112.8,49.5,49.5,0,0,0,49.5,112.8,49.5,0,0,0,49.5,49.5,112.8,0,0,0,0,0,0,8.2,0,0,0,0,0,0,8.2,0,0,0,0,0,0,8.2,70.6,17.58,48.69793356,0.385037928
JVASP-25137,118.7,46.6,46.6,0,0,0,46.6,118.7,46.6,0,0,0,46.6,46.6,118.7,0,0,0,0,0,0,-31.5,0,0,0,0,0,0,-31.5,0,0,0,0,0,0,-31.5,70.63333333,-4.48,-13.73028638,0.532398033
JVASP-25090,26.9,47,47,0,0,0,47,26.9,47,0,0,0,47,47,26.9,0,0,0,0,0,0,-17.6,0,0,0,0,0,0,-17.6,0,0,0,0,0,0,-17.6,40.3,-14.58,-49.73820542,0.705699774
JVASP-25049,41.5,4.7,11,0,-0.6,4.7,4.7,41.5,11,0,0.6,-4.7,11,11,15.5,0,0,0,0,0,0,18.4,-4.7,-0.6,-0.6,0.6,0,-4.7,8.6,0,4.7,-4.7,0,-0.6,0,8.6,16.87777778,11.90666667,28.91945422,0.214422769
JVASP-25043,27,9.1,22.3,0,9.2,0,9.1,27,22.3,0,-9.2,0,22.3,22.3,84.4,0,0,0,0,0,0,8.9,0,9.2,9.2,-9.2,0,0,26.1,0,0,0,0,9.2,0,26.1,27.31111111,17.86666667,44.00427522,0.231462926
JVASP-21211,27,9.1,22.3,0,-9.1,0,9.1,27,22.3,0,9.1,0,22.3,22.3,84.4,0,0,0,0,0,0,8.9,0,-9.1,-9.1,9.1,0,0,26,0,0,0,0,-9.1,0,26,27.31111111,17.82666667,43.92336274,0.231956696
JVASP-25188,14,8.6,7.7,0,-0.7,0,8.6,25.5,7.7,0,-0.3,0,7.7,7.7,20.8,0,1.6,0,0,0,0,5.5,0,1,-0.7,-0.3,1.6,0,3.7,0,0,0,0,1,0,6.2,12.03333333,5.5,14.31850962,0.301682692
JVASP-25189,22.2,7.9,8.9,0,-2.4,0,7.9,19.4,7.6,0,-2.5,0,8.9,7.6,19.7,0,1.5,0,0,0,0,4.3,0,-0.2,-2.4,-2.5,1.5,0,4.4,0,0,0,0,-0.2,0,10.1,12.23333333,6.22,15.95577819,0.282618826
JVASP-16839,26.9,47,47,0,0,0,47,26.9,47,0,0,0,47,47,26.9,0,0,0,0,0,0,-17.6,0,0,0,0,0,0,-17.6,0,0,0,0,0,0,-17.6,40.3,-14.58,-49.73820542,0.705699774
JVASP-88220,18.2,22,7.6,0,4.3,2.9,22,18.2,7.6,0,-4.3,-2.9,7.6,7.6,24.3,0,0,0,0,0,0,-1.9,-2.9,4.3,4.3,-4.3,0,-2.9,2.8,0,2.9,-2.9,0,4.3,0,2.8,15.01111111,2.306666667,6.582819321,0.426911703
JVASP-85765,17.6,12.6,4.9,0,-4.8,-0.9,12.6,17.6,4.9,0,4.8,0.9,4.9,4.9,15.7,0,0,0,0,0,0,2.5,0.9,-4.8,-4.8,4.8,0,0.9,-2.5,0,-0.9,0.9,0,-4.8,0,-2.5,10.63333333,1.4,4.023423423,0.436936937
JVASP-21215,20.2,6.7,6.6,0,-3,0,6.7,20.2,6.6,0,3,0,6.6,6.6,126.5,0,0,0,0,0,0,6.8,0,-3,-3,3,0,0,7,0,0,0,0,-3,0,7,22.96666667,13.96,34.82418537,0.247284576
JVASP-8154,33.6,8.5,7.4,0,-2.3,-3.6,8.5,33.6,7.4,0,2.3,3.6,7.4,7.4,17.1,0,0,0,0,0,0,12.6,3.6,-2.3,-2.3,2.3,0,3.6,8,0,-3.6,3.6,0,-2.3,0,8,14.54444444,9.786666667,23.98118058,0.225196556
JVASP-16353,119.2,64,64,0,0,0,64,119.2,64,0,0,0,64,64,119.2,0,0,0,0,0,0,12.6,0,0,0,0,0,0,12.6,0,0,0,0,0,0,12.6,82.4,18.6,51.89525959,0.39503386
JVASP-25131,119.2,64,64,0,0,0,64,119.2,64,0,0,0,64,64,119.2,0,0,0,0,0,0,12.6,0,0,0,0,0,0,12.6,0,0,0,0,0,0,12.6,82.4,18.6,51.89525959,0.39503386
JVASP-25335,33.6,8.5,7.4,0,-2.3,-3.6,8.5,33.6,7.4,0,2.3,3.6,7.4,7.4,17.1,0,0,0,0,0,0,12.6,3.6,-2.3,-2.3,2.3,0,3.6,8,0,-3.6,3.6,0,-2.3,0,8,14.54444444,9.786666667,23.98118058,0.225196556
JVASP-25192,20.3,6.7,6.6,0,3,0,6.7,20.3,6.6,0,-3,0,6.6,6.6,126.5,0,0,0,0,0,0,6.8,0,3,3,-3,0,0,7,0,0,0,0,3,0,7,22.98888889,13.97333333,34.85751949,0.247287196
JVASP-90736,9.7,4.1,2.6,0,2.3,0,4.1,9.2,3.4,0,0.7,0,2.6,3.4,14.6,0,-5,0,0,0,0,1.4,0,1,2.3,0.7,-5,0,4,0,0,0,0,1,0,2.4,5.966666667,3.12,7.970694577,0.2773549
JVASP-105705,29.1,18.2,-1.2,0,0,0,18.2,66,1.4,0,0,0,-1.2,1.4,36.7,0,0.1,0,0,0,0,10.1,0,0,0,0,0.1,0,4.3,0,0,0,0,0,0,0.4,18.73333333,10.52,26.58381295,0.263489209
JVASP-25270,80.6,71.3,2.5,0,0,0,71.3,84.9,2.2,0,0,0,2.5,2.2,41.8,0,0.2,0,0,0,0,70.5,0,0,0,0,0.2,0,3.7,0,0,0,0,0,0,4.2,39.92222222,24.43333333,60.88000462,0.245839112
JVASP-25272,-17.4,-2.9,6.5,0,-1.4,0,-2.9,-17.4,6.5,0,1.4,0,6.5,6.5,-1.1,0,0,0,0,0,0,-7.3,0,-1.4,-1.4,1.4,0,0,5.4,0,0,0,0,-1.4,0,5.4,-1.744444444,-2.366666667,-4.889035088,0.032894737
JVASP-949,26,13.3,4.5,0,-1.4,0,13.3,24.8,4.8,0,0.8,0,4.5,4.8,32.5,0,0.6,0,0,0,0,13.1,0,-1.6,-1.4,0.8,0.6,0,3,0,0,0,0,-1.6,0,3.9,14.27777778,8.046666667,20.32226153,0.262775157
JVASP-25277,-18.9,5.9,-0.1,0,0.3,0,5.9,1,5.3,0,-10.3,0,-0.1,5.3,-11.7,0,11.5,0,0,0,0,7.6,0,0.3,0.3,-10.3,11.5,0,-7.7,0,0,0,0,0.3,0,-3.3,-0.822222222,-3.393333333,-4.285096701,-0.368600683
JVASP-25109,1.3,10.7,-8.8,0,-1.5,0,10.7,-18.6,12.1,0,0.5,0,-8.8,12.1,-4.2,0,5.6,0,0,0,0,6,0,4.5,-1.5,0.5,5.6,0,-2.8,0,0,0,0,4.5,0,-15.9,0.722222222,-4.906666667,11.63990268,-2.186131387
JVASP-25380,26.4,13.9,4.7,0,-1.4,0,13.9,25.7,4.7,0,0.8,0,4.7,4.7,33.2,0,0.4,0,0,0,0,13.6,0,-1.5,-1.4,0.8,0.4,0,3,0,0,0,0,-1.5,0,4.1,14.65555556,8.273333333,20.88921644,0.262442573
JVASP-135754,5.457542104,3.555543681,3.28599525,1.734050141,0.731964299,0.934010376,19.29507007,0.731998111,0.663460752,0.590408894,1.021956468,1.350470927,7.396842581,1.91160498,2.604289579,1.674718388,0.894010339,0.590866381,8.68533466,5.172060827,1.235666392,2.892882168,0.612706747,0.927288135,4.111350688,1.065048828,0.715850772,0.986922273,0.538297687,0.501552484,1.042456884,2.860906216,1.009664302,0.865343323,0.774320126,0.600052617,2.644869907,0.892168502,2.405977138,0.348387178
JVASP-135755,224.9,330.5,45.3,0,0,0,330.5,224.9,45.3,0,0,0,45.3,45.3,68.8,0,0,0,0,0,0,-52.8,0,0,0,0,0,0,23.4,0,0,0,0,0,0,23.4,151.2,5.3,15.71636522,0.482675964
JVASP-148904,11.5,7.4,10.5,0,0,0,7.4,27.5,-0.4,0,0,0,10.5,-0.4,16.7,0,0,0,0,0,0,1.5,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,13.4,10.07777778,5.106666667,13.1062441,0.283248444
JVASP-19907,542.6,96.5,13,0,0,0,96.5,542.6,13,0,0,0,13,13,355.7,0,0,0,0,0,0,223.1,0,0,0,0,0,0,36.6,0,0,0,0,0,0,36.6,187.3222222,147.1533333,349.8502435,0.188726873
JVASP-114247,173,127.9,3.7,0,0,0,127.9,173,3.7,0,0,0,3.7,3.7,115.7,0,0,0,0,0,0,22.6,0,0,0,0,0,0,-27.2,0,0,0,0,0,0,-27.2,81.36666667,15.4,43.4582659,0.410982659
